[7/30/2019 4:08:05 PM] [Debug] [Scene Dump] All Loaded Objects:


[7/30/2019 4:08:05 PM] [Debug] [Scene Dump] EndlessRoundInfo (UnityEngine.GameObject) (4 children). Pos: Local (5500.0, 1000.0, 0.0) / Global (5500.0, 1000.0, 0.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     headingLabel (UnityEngine.GameObject) (0 children). Pos: Local (4.0, -10.0, 0.0) / Global (419.5, 182.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Scroll View (UnityEngine.GameObject) (2 children). Pos: Local (71.0, -161.0, 0.0) / Global (419.3, 172.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Viewport (UnityEngine.GameObject) (1 children). Pos: Local (-71.0, 139.0, 0.0) / Global (414.5, 182.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         LayoutContainer (UnityEngine.GameObject) (2 children). Pos: Local (67.5, 0.0, 0.0) / Global (419.0, 182.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                             LibraryItemDisplay (UnityEngine.GameObject) (1 children). Pos: Local (0.0, -9.5, 0.0) / Global (419.0, 181.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                 Container (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (419.0, 181.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                     itemThumbnail (UnityEngine.GameObject) (0 children). Pos: Local (-71.0, 0.0, 0.0) / Global (414.3, 181.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                     itemLabel (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (419.0, 181.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                             LibraryFolderDisplay (UnityEngine.GameObject) (1 children). Pos: Local (0.0, -24.5, 0.0) / Global (419.0, 180.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                 Container (UnityEngine.GameObject) (3 children). Pos: Local (0.0, 0.0, 0.0) / Global (419.0, 180.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                     ExpandArrow (UnityEngine.GameObject) (0 children). Pos: Local (-71.0, 0.0, 0.0) / Global (414.3, 180.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                     Folder (UnityEngine.GameObject) (0 children). Pos: Local (-71.0, 0.0, 0.0) / Global (414.3, 180.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                     itemLabel (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (419.0, 180.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Scrollbar Vertical (UnityEngine.GameObject) (1 children). Pos: Local (71.0, 139.0, 0.0) / Global (424.0, 182.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         Sliding Area (UnityEngine.GameObject) (1 children). Pos: Local (-5.0, -139.0, 0.0) / Global (423.7, 172.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                             Handle (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (423.7, 172.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 HR (1) (UnityEngine.GameObject) (0 children). Pos: Local (71.0, -17.8, 0.0) / Global (419.3, 182.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]         SectionsConfigurationPanel (UnityEngine.GameObject) (8 children). Pos: Local (295.0, 23.0, 0.0) / Global (470.3, 185.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             CollapseButton (UnityEngine.GameObject) (1 children). Pos: Local (-103.0, -2.4, 0.0) / Global (463.5, 184.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (463.5, 184.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             topTitle (UnityEngine.GameObject) (0 children). Pos: Local (-104.7, 243.4, 0.0) / Global (463.4, 201.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             HR (1) (UnityEngine.GameObject) (0 children). Pos: Local (-108.0, 231.3, 0.0) / Global (463.1, 200.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             NewButton (UnityEngine.GameObject) (0 children). Pos: Local (-14.8, 243.7, 0.0) / Global (469.4, 201.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             ShowAllToggle (UnityEngine.GameObject) (2 children). Pos: Local (-88.0, 244.0, 0.0) / Global (464.5, 201.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Label (UnityEngine.GameObject) (0 children). Pos: Local (-11.7, 0.0, 0.0) / Global (463.7, 201.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Background (UnityEngine.GameObject) (1 children). Pos: Local (0.8, 0.0, 0.0) / Global (464.5, 201.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Checkmark (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (464.5, 201.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             NotDefeatedPanel (UnityEngine.GameObject) (4 children). Pos: Local (-136.1, 78.8, 0.0) / Global (461.3, 190.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 PlayButton (1) (UnityEngine.GameObject) (2 children). Pos: Local (90.1, -19.3, 0.0) / Global (467.3, 189.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Text (UnityEngine.GameObject) (0 children). Pos: Local (5.6, 0.0, 0.0) / Global (467.6, 189.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Image (UnityEngine.GameObject) (0 children). Pos: Local (-11.5, 0.0, 0.0) / Global (466.5, 189.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 beatenLabel (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (461.3, 190.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 beatenDescription (UnityEngine.GameObject) (0 children). Pos: Local (-0.8, -18.7, 0.0) / Global (461.2, 189.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 NOLabel (UnityEngine.GameObject) (0 children). Pos: Local (6.3, 0.0, 0.0) / Global (461.7, 190.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             DefeatedPanel (UnityEngine.GameObject) (2 children). Pos: Local (-136.1, 59.3, 0.0) / Global (461.3, 189.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 beatenLabel (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (461.3, 189.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 YESLabel (UnityEngine.GameObject) (0 children). Pos: Local (6.5, 0.0, 0.0) / Global (461.7, 189.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             SectionScrollArea (UnityEngine.GameObject) (2 children). Pos: Local (-108.0, 5.0, 0.0) / Global (463.1, 185.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Viewport (UnityEngine.GameObject) (1 children). Pos: Local (-103.0, 222.7, 0.0) / Global (456.3, 200.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     CustomValuesContainer (UnityEngine.GameObject) (1 children). Pos: Local (99.5, 0.0, 0.0) / Global (462.9, 200.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         SectionListItem (UnityEngine.GameObject) (4 children). Pos: Local (0.0, -13.5, 0.0) / Global (462.9, 199.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                             label (UnityEngine.GameObject) (0 children). Pos: Local (14.1, -0.3, 0.0) / Global (463.8, 199.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                             ShowToggle (UnityEngine.GameObject) (2 children). Pos: Local (23.5, -0.3, 0.0) / Global (464.5, 199.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                 Label (UnityEngine.GameObject) (0 children). Pos: Local (-11.7, 0.0, 0.0) / Global (463.7, 199.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                 Background (UnityEngine.GameObject) (1 children). Pos: Local (0.8, 0.0, 0.0) / Global (464.5, 199.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                     Checkmark (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (464.5, 199.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                             DeleteButton (UnityEngine.GameObject) (0 children). Pos: Local (47.4, 0.0, 0.0) / Global (466.1, 199.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                             EditButton (UnityEngine.GameObject) (1 children). Pos: Local (77.8, -1.0, 0.0) / Global (468.1, 199.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                 Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (468.1, 199.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Scrollbar Vertical (UnityEngine.GameObject) (1 children). Pos: Local (103.0, 222.7, 0.0) / Global (470.0, 200.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Sliding Area (UnityEngine.GameObject) (1 children). Pos: Local (-5.0, -111.4, 0.0) / Global (469.7, 192.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         Handle (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (469.7, 192.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]         DraggedItemDisplay (UnityEngine.GameObject) (2 children). Pos: Local (-359.2, -56.5, 0.0) / Global (426.7, 179.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (426.7, 179.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             itemLabel (UnityEngine.GameObject) (0 children). Pos: Local (85.6, 0.0, 0.0) / Global (432.4, 179.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]         DifficultyConfigurationPanel (UnityEngine.GameObject) (11 children). Pos: Local (542.0, -245.0, 0.0) / Global (486.8, 167.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             ExpandButton (UnityEngine.GameObject) (2 children). Pos: Local (-222.6, 81.7, 0.0) / Global (472.0, 172.7, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Image (UnityEngine.GameObject) (0 children). Pos: Local (-0.5, 28.6, 0.0) / Global (471.9, 174.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (-8.0, -23.8, 0.0) / Global (471.4, 171.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             CollapseButton (UnityEngine.GameObject) (1 children). Pos: Local (-222.6, 129.6, 0.0) / Global (472.0, 175.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Image (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (472.0, 175.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             currentLabel (UnityEngine.GameObject) (0 children). Pos: Local (-136.2, 130.1, 0.0) / Global (477.7, 175.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             difficultyDropDown (UnityEngine.GameObject) (3 children). Pos: Local (-128.0, 113.6, 0.0) / Global (478.3, 174.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Label (UnityEngine.GameObject) (0 children). Pos: Local (-7.5, -0.5, 0.0) / Global (477.8, 174.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Arrow (UnityEngine.GameObject) (0 children). Pos: Local (63.0, 0.0, 0.0) / Global (482.5, 174.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Template (UnityEngine.GameObject) (2 children). Pos: Local (0.0, -8.0, 0.0) / Global (478.3, 174.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Viewport (UnityEngine.GameObject) (1 children). Pos: Local (-78.0, 0.0, 0.0) / Global (473.1, 174.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         Content (UnityEngine.GameObject) (1 children). Pos: Local (69.5, 0.0, 0.0) / Global (477.7, 174.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                             Item (UnityEngine.GameObject) (3 children). Pos: Local (0.0, -12.5, 0.0) / Global (477.7, 173.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                 Item Background (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (477.7, 173.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                 Item Checkmark (UnityEngine.GameObject) (0 children). Pos: Local (-59.5, 0.0, 0.0) / Global (473.7, 173.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                                 Item Label (UnityEngine.GameObject) (0 children). Pos: Local (5.0, -0.5, 0.0) / Global (478.0, 173.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Scrollbar (UnityEngine.GameObject) (1 children). Pos: Local (78.0, 0.0, 0.0) / Global (483.5, 174.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         Sliding Area (UnityEngine.GameObject) (1 children). Pos: Local (-10.0, -75.0, 0.0) / Global (482.8, 169.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                             Handle (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (482.8, 169.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             topTitle (UnityEngine.GameObject) (0 children). Pos: Local (-104.7, 151.8, 0.0) / Global (479.8, 177.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             HR (1) (UnityEngine.GameObject) (0 children). Pos: Local (-108.0, 139.7, 0.0) / Global (479.6, 176.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             NewButton (UnityEngine.GameObject) (0 children). Pos: Local (-37.2, 113.4, 0.0) / Global (484.3, 174.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             DeleteButton (UnityEngine.GameObject) (0 children). Pos: Local (-16.8, 113.4, 0.0) / Global (485.7, 174.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             enemyCostLabel (UnityEngine.GameObject) (0 children). Pos: Local (-129.3, 70.4, 0.0) / Global (478.2, 171.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             NotDefeatedPanel (UnityEngine.GameObject) (4 children). Pos: Local (-136.2, 33.0, 0.0) / Global (477.7, 169.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 PlayButton (1) (UnityEngine.GameObject) (2 children). Pos: Local (90.1, -19.3, 0.0) / Global (483.7, 168.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Text (UnityEngine.GameObject) (0 children). Pos: Local (5.6, 0.0, 0.0) / Global (484.1, 168.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Image (UnityEngine.GameObject) (0 children). Pos: Local (-11.5, 0.0, 0.0) / Global (483.0, 168.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 beatenLabel (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (477.7, 169.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 beatenDescription (UnityEngine.GameObject) (0 children). Pos: Local (-0.8, -18.7, 0.0) / Global (477.7, 168.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 NOLabel (UnityEngine.GameObject) (0 children). Pos: Local (6.3, 0.0, 0.0) / Global (478.1, 169.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             DefeatedPanel (UnityEngine.GameObject) (2 children). Pos: Local (-136.2, 13.5, 0.0) / Global (477.7, 168.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 beatenLabel (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (477.7, 168.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 YESLabel (UnityEngine.GameObject) (0 children). Pos: Local (6.5, 0.0, 0.0) / Global (478.2, 168.1, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]         LevelPublishDialogue (UnityEngine.GameObject) (3 children). Pos: Local (0.0, 0.0, 0.0) / Global (450.7, 183.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             LastBotStandingChecklist (UnityEngine.GameObject) (8 children). Pos: Local (-106.8, 6.3, 0.0) / Global (443.5, 184.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 BG (UnityEngine.GameObject) (0 children). Pos: Local (-2.0, 0.0, 0.0) / Global (443.4, 184.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 LastBotStandingLogo (UnityEngine.GameObject) (0 children). Pos: Local (-29.6, 69.5, 0.0) / Global (441.6, 188.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 Text (UnityEngine.GameObject) (0 children). Pos: Local (-88.0, 45.7, 0.0) / Global (437.7, 187.0, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 SpawnTargetCheckbox (UnityEngine.GameObject) (2 children). Pos: Local (-84.7, 25.3, 0.0) / Global (437.9, 185.7, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Background (UnityEngine.GameObject) (1 children). Pos: Local (-70.0, 0.0, 0.0) / Global (433.2, 185.7, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         Checkmark (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (433.2, 185.7, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Label (UnityEngine.GameObject) (0 children). Pos: Local (9.0, -0.5, 0.0) / Global (438.5, 185.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 WaitingRoomCheckbox (UnityEngine.GameObject) (2 children). Pos: Local (-84.7, -0.8, 0.0) / Global (437.9, 183.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Background (UnityEngine.GameObject) (1 children). Pos: Local (-70.0, 0.0, 0.0) / Global (433.2, 183.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         Checkmark (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (433.2, 183.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Label (UnityEngine.GameObject) (0 children). Pos: Local (9.0, -0.5, 0.0) / Global (438.5, 183.9, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 UpgradeDropsCheckbox (UnityEngine.GameObject) (2 children). Pos: Local (-84.7, -26.9, 0.0) / Global (437.9, 182.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Background (UnityEngine.GameObject) (1 children). Pos: Local (-70.0, 0.0, 0.0) / Global (433.2, 182.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         Checkmark (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (433.2, 182.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Label (UnityEngine.GameObject) (0 children). Pos: Local (9.0, -0.5, 0.0) / Global (438.5, 182.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 FinalAreaCheckbox (UnityEngine.GameObject) (2 children). Pos: Local (-84.7, -52.1, 0.0) / Global (437.9, 180.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Background (UnityEngine.GameObject) (1 children). Pos: Local (-70.0, 0.0, 0.0) / Global (433.2, 180.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         Checkmark (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (433.2, 180.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     Label (UnityEngine.GameObject) (0 children). Pos: Local (9.0, -0.5, 0.0) / Global (438.5, 180.5, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 NotCompleteLabel (UnityEngine.GameObject) (0 children). Pos: Local (-88.9, -86.5, 0.0) / Global (437.6, 178.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]             BG (UnityEngine.GameObject) (1 children). Pos: Local (29.2, -5.7, 0.0) / Global (452.6, 183.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                 BGInner (UnityEngine.GameObject) (16 children). Pos: Local (0.0, 0.0, 0.0) / Global (452.6, 183.2, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     ExitButton (1) (UnityEngine.GameObject) (1 children). Pos: Local (135.2, 138.0, 0.0) / Global (461.6, 192.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         Text (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (461.6, 192.4, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     DialogHeading (UnityEngine.GameObject) (0 children). Pos: Local (4.3, 125.7, 0.0) / Global (452.9, 191.6, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     titleLabel (UnityEngine.GameObject) (0 children). Pos: Local (-58.0, 91.8, 0.0) / Global (448.7, 189.3, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                     titleInput (UnityEngine.GameObject) (6 children). Pos: Local (-134.4, 84.8, 0.0) / Global (443.7, 188.8, 100.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:15 PM] [Debug] [Scene Dump]                         ChallengeTitle Input Caret (UnityEngine.GameObject) (0 children). Pos: Local (87.2, 0.0, 0.0) / Global (449.5, 188.8, 100.4). Scale: (1.0, 1.0, 1.0)
